time,place,status,tsunami,significance,data_type,magnitudo,state,longitude,latitude,depth,date
631494129330,"14 km NNE of Mineral, California",reviewed,0,26,earthquake,1.29, California,-121.5455,40.4688333,2.243,1990-01-04 23:02:09.330000+00:00
631495226130,"3 km N of Mogelsberg, Switzerland",reviewed,0,112,earthquake,2.7, Switzerland,9.135,47.392,10.0,1990-01-04 23:20:26.130000+00:00
631495408570,"85 km SSE of Atka, Alaska",reviewed,0,312,earthquake,4.5, Alaska,-173.873,51.455,33.0,1990-01-04 23:23:28.570000+00:00
631495417280,"10 km NNE of Geyserville, California",reviewed,0,11,earthquake,0.85, California,-122.8443333,38.789,7.463,1990-01-04 23:23:37.280000+00:00
631495461550,"5 km SW of Cobb, California",reviewed,0,42,earthquake,1.66, California,-122.7658333,38.7881667,-0.789,1990-01-04 23:24:21.550000+00:00
631495557190,"252 km SSE of ?yama, Japan",reviewed,0,416,earthquake,5.2, Japan,138.821,32.381,247.7,1990-01-04 23:25:57.190000+00:00
631497738660,"8 km SE of Kostanjevica na Krki, Slovenia",reviewed,0,138,earthquake,3.0, Slovenia,15.509,45.803,10.0,1990-01-05 00:02:18.660000+00:00
631499390650,"13 km SSW of Lidoríki, Greece",reviewed,0,234,earthquake,3.9, Greece,22.144,38.413,5.0,1990-01-05 00:29:50.650000+00:00
631499568350,"6 km ENE of Day Valley, California",reviewed,0,14,earthquake,0.96, California,-121.796,37.0673333,8.298,1990-01-05 00:32:48.350000+00:00
631500073960,"17 km NW of Parkfield, California",reviewed,0,18,earthquake,1.08, California,-120.5658333,36.0091667,5.015,1990-01-05 00:41:13.960000+00:00
631500574890,"6 km WNW of Olvera, Spain",reviewed,0,96,earthquake,2.5, Spain,-5.338,36.948,10.0,1990-01-05 00:49:34.890000+00:00
631500882930,"24km W of Ludlow, CA",reviewed,0,116,quarry blast,2.75,California,-116.42,34.75,-1.03,1990-01-05 00:54:42.930000+00:00
631500917490,"2 km SW of Simiane-Collongue, France",reviewed,0,104,earthquake,2.6, France,5.415,43.416,10.4,1990-01-05 00:55:17.490000+00:00
631501090050,"15 km E of Seven Trees, California",reviewed,0,4,earthquake,0.53, California,-121.6618333,37.2943333,6.393,1990-01-05 00:58:10.050000+00:00
631502005260,"6 km W of Cobb, California",reviewed,0,23,earthquake,1.22, California,-122.7938333,38.8245,1.32,1990-01-05 01:13:25.260000+00:00
631502018250,"13 km W of Aspen Springs, California",reviewed,0,5,earthquake,0.58, California,-118.8615,37.5413333,5.97,1990-01-05 01:13:38.250000+00:00
631502387390,"25 km ENE of East Foothills, California",reviewed,0,12,earthquake,0.87, California,-121.5763333,37.505,3.133,1990-01-05 01:19:47.390000+00:00
631503153840,"16 km NW of Nikiski, Alaska",reviewed,0,26,earthquake,1.3, Alaska,-151.5107,60.792,65.3,1990-01-05 01:32:33.840000+00:00
631504261400,"45 km WSW of Shiraz, Iran",reviewed,0,284,earthquake,4.3, Iran,52.12,29.411,10.0,1990-01-05 01:51:01.400000+00:00
631504585810,"3 km SW of Senovo, Slovenia",reviewed,0,112,earthquake,2.7, Slovenia,15.443,46.001,5.0,1990-01-05 01:56:25.810000+00:00
631505261490,"44 km ENE of Susitna North, Alaska",reviewed,0,26,earthquake,1.3, Alaska,-149.0915,62.355,6.5,1990-01-05 02:07:41.490000+00:00
631505617650,"4 km SW of Saratoga, California",reviewed,0,9,earthquake,0.75, California,-122.0543333,37.2313333,5.787,1990-01-05 02:13:37.650000+00:00
631505979100,"1 km SW of Bülach, Switzerland",reviewed,0,96,earthquake,2.5, Switzerland,8.532,47.515,10.0,1990-01-05 02:19:39.100000+00:00
631506251530,"15 km S of Fern Forest, Hawaii",reviewed,0,21,earthquake,1.16, Hawaii,-155.122,19.3273333,6.486,1990-01-05 02:24:11.530000+00:00
631509468710,"5 km SW of Cobb, California",reviewed,0,24,earthquake,1.25, California,-122.7643333,38.7805,-0.329,1990-01-05 03:17:48.710000+00:00
631510668830,"15 km NE of Pedro Bay, Alaska",reviewed,0,96,earthquake,2.5, Alaska,-153.889,59.8787,84.4,1990-01-05 03:37:48.830000+00:00
631510891900,"7 km NE of Scotts Valley, California",reviewed,0,21,earthquake,1.17, California,-121.9465,37.0901667,15.454,1990-01-05 03:41:31.900000+00:00
631511881630,"10km SSE of Cabazon, CA",reviewed,0,110,earthquake,2.67,California,-116.742,33.839,14.858,1990-01-05 03:58:01.630000+00:00
631512161630,"12 km ENE of Párga, Greece",reviewed,0,199,earthquake,3.6, Greece,20.529,39.334,6.0,1990-01-05 04:02:41.630000+00:00
631513269570,"1 km WNW of Jonschwil, Switzerland",reviewed,0,168,earthquake,3.3, Switzerland,9.072,47.429,8.7,1990-01-05 04:21:09.570000+00:00
631514173580,"6 km S of Tres Pinos, California",reviewed,0,13,earthquake,0.93, California,-121.3213333,36.7278333,8.765,1990-01-05 04:36:13.580000+00:00
631514224550,"12 km NNE of Soda Springs, California",reviewed,0,90,earthquake,2.42, California,-120.324,39.4315,13.89,1990-01-05 04:37:04.550000+00:00
631514765970,"6 km E of East Foothills, California",reviewed,0,11,earthquake,0.86, California,-121.7408333,37.3791667,3.077,1990-01-05 04:46:05.970000+00:00
631514871850,"23 km ENE of Soledad, California",reviewed,0,60,earthquake,1.98, California,-121.0758333,36.4961667,5.234,1990-01-05 04:47:51.850000+00:00
631515823100,"4 km SW of Cobb, California",reviewed,0,12,earthquake,0.87, California,-122.7518333,38.7938333,0.633,1990-01-05 05:03:43.100000+00:00
631516500340,"23 km NW of Parkfield, California",reviewed,0,20,earthquake,1.15, California,-120.6071667,36.0573333,6.271,1990-01-05 05:15:00.340000+00:00
631517113040,"17 km NNW of Oinoússes, Greece",reviewed,0,158,earthquake,3.2, Greece,26.155,38.663,10.0,1990-01-05 05:25:13.040000+00:00
631517653240,"22 km SSW of Mammoth, Wyoming",reviewed,0,14,earthquake,0.96, Wyoming,-110.8328333,44.7926667,4.3,1990-01-05 05:34:13.240000+00:00
631521473630,"6 km SW of Mammoth Lakes, California",reviewed,0,8,earthquake,0.71, California,-119.0366667,37.6141667,5.843,1990-01-05 06:37:53.630000+00:00
631521580450,"73 km ENE of Kinablangan, Philippines",reviewed,0,246,earthquake,4.0, Philippines,127.198,7.828,33.0,1990-01-05 06:39:40.450000+00:00
631521730550,"208 km WSW of Pistol River, Oregon",reviewed,0,298,earthquake,4.4, Oregon,-126.807,41.736,10.0,1990-01-05 06:42:10.550000+00:00
631522276860,"226 km WSW of Pistol River, Oregon",reviewed,0,326,earthquake,4.6, Oregon,-127.036,41.746,10.0,1990-01-05 06:51:16.860000+00:00
631522333040,"5 km SSW of Cobb, California",reviewed,0,12,earthquake,0.87, California,-122.737,38.7781667,2.124,1990-01-05 06:52:13.040000+00:00
631522964910,"8 km SE of Pine Hills, California",reviewed,0,95,earthquake,2.49, California,-124.0765,40.689,20.084,1990-01-05 07:02:44.910000+00:00
631523120220,"7 km S of Tres Pinos, California",reviewed,0,69,earthquake,2.12, California,-121.3183333,36.7265,9.389,1990-01-05 07:05:20.220000+00:00
631523146910,"6 km S of Tres Pinos, California",reviewed,0,27,earthquake,1.32, California,-121.3185,36.7293333,9.549,1990-01-05 07:05:46.910000+00:00
631523323070,"6 km S of Tres Pinos, California",reviewed,0,12,earthquake,0.9, California,-121.318,36.7296667,9.709,1990-01-05 07:08:43.070000+00:00
631523347160,"23km SSE of Twentynine Palms, CA",reviewed,0,109,earthquake,2.66,California,-115.978,33.946,0.428,1990-01-05 07:09:07.160000+00:00
631523493680,"9 km WNW of Aspen Springs, California",reviewed,0,7,earthquake,0.69, California,-118.814,37.5883333,5.16,1990-01-05 07:11:33.680000+00:00
631523811780,"204 km WSW of Pistol River, Oregon",reviewed,0,449,earthquake,5.4, Oregon,-126.796,41.836,10.0,1990-01-05 07:16:51.780000+00:00
631524236930,"9 km NNE of Day Valley, California",reviewed,0,20,earthquake,1.15, California,-121.8236667,37.1191667,1.626,1990-01-05 07:23:56.930000+00:00
631524816330,"22 km NE of Soledad, California",reviewed,0,8,earthquake,0.72, California,-121.1263333,36.5405,7.686,1990-01-05 07:33:36.330000+00:00
631525692090,"5 km SW of Cobb, California",reviewed,0,12,earthquake,0.88, California,-122.7635,38.7836667,2.214,1990-01-05 07:48:12.090000+00:00
631526020780,"6 km W of Cobb, California",reviewed,0,12,earthquake,0.9, California,-122.798,38.8331667,0.7,1990-01-05 07:53:40.780000+00:00
631526790560,"4 km E of Mammoth Lakes, California",reviewed,0,10,earthquake,0.81, California,-118.9215,37.6425,4.944,1990-01-05 08:06:30.560000+00:00
631527101510,"4 km E of Mammoth Lakes, California",reviewed,0,49,earthquake,1.79, California,-118.9215,37.643,5.504,1990-01-05 08:11:41.510000+00:00
631527164730,"5 km ESE of Mammoth Lakes, California",reviewed,0,21,earthquake,1.17, California,-118.9155,37.6321667,6.228,1990-01-05 08:12:44.730000+00:00
631528475580,"4 km E of Mammoth Lakes, California",reviewed,0,7,earthquake,0.66, California,-118.9201667,37.641,5.814,1990-01-05 08:34:35.580000+00:00
631528563830,"7 km ENE of Mammoth Lakes, California",reviewed,0,11,earthquake,0.83, California,-118.8916667,37.674,-0.868,1990-01-05 08:36:03.830000+00:00
631528587800,"4 km ESE of Mammoth Lakes, California",reviewed,0,12,earthquake,0.9, California,-118.9196667,37.64,5.544,1990-01-05 08:36:27.800000+00:00
631528607520,"4 km ESE of Mammoth Lakes, California",reviewed,0,13,earthquake,0.93, California,-118.921,37.6395,5.654,1990-01-05 08:36:47.520000+00:00
631530348370,"17 km SSE of Tres Pinos, California",reviewed,0,42,earthquake,1.65, California,-121.2541667,36.6401667,4.501,1990-01-05 09:05:48.370000+00:00
631531905260,"5 km WSW of Cupertino, California",reviewed,0,5,earthquake,0.55, California,-122.0801667,37.2985,5.468,1990-01-05 09:31:45.260000+00:00
631532214380,Fiji region,reviewed,0,298,earthquake,4.4,Fiji region,-178.349,-21.236,550.3,1990-01-05 09:36:54.380000+00:00
631532378930,"4 km WNW of San Juan Bautista, California",reviewed,0,85,earthquake,2.35, California,-121.587,36.8576667,6.134,1990-01-05 09:39:38.930000+00:00
631534096530,"0 km NNW of Propata, Italy",reviewed,0,96,earthquake,2.5, Italy,9.182,44.57,10.0,1990-01-05 10:08:16.530000+00:00
631534221810,"200 km S of Pelabuhanratu, Indonesia",reviewed,0,518,earthquake,5.8, Indonesia,106.442,-8.8,29.0,1990-01-05 10:10:21.810000+00:00
631535372430,"0 km WNW of Los Altos Hills, California",reviewed,0,54,earthquake,1.88, California,-122.1445,37.3813333,4.091,1990-01-05 10:29:32.430000+00:00
631535954940,"23 km SE of Tres Pinos, California",reviewed,0,4,earthquake,0.5, California,-121.1571667,36.6248333,9.058,1990-01-05 10:39:14.940000+00:00
631536232250,"4 km ESE of Mammoth Lakes, California",reviewed,0,11,earthquake,0.86, California,-118.9191667,37.6398333,5.934,1990-01-05 10:43:52.250000+00:00
631536291530,"30 km E of Barcelona, Philippines",reviewed,0,369,earthquake,4.9, Philippines,126.712,8.184,33.0,1990-01-05 10:44:51.530000+00:00
631536551100,"31km N of Yucca Valley, CA",reviewed,0,75,earthquake,2.21,California,-116.462,34.394,1.747,1990-01-05 10:49:11.100000+00:00
631536924470,"1 km W of Los Altos Hills, California",reviewed,0,8,earthquake,0.71, California,-122.1575,37.3775,3.484,1990-01-05 10:55:24.470000+00:00
631537594950,"6 km E of Mammoth Lakes, California",reviewed,0,44,earthquake,1.7, California,-118.8996667,37.6555,3.636,1990-01-05 11:06:34.950000+00:00
631538535270,"6 km SW of Volcano, Hawaii",reviewed,0,57,earthquake,1.92, Hawaii,-155.2811667,19.4006667,9.103,1990-01-05 11:22:15.270000+00:00
631538996050,"22km NW of Grapevine, CA",reviewed,0,36,earthquake,1.54,California,-119.118,35.075,19.296,1990-01-05 11:29:56.050000+00:00
631538997280,"7 km WNW of Cobb, California",reviewed,0,3,earthquake,0.41, California,-122.8073333,38.8415,4.39,1990-01-05 11:29:57.280000+00:00
631539168710,"11 km S of Tres Pinos, California",reviewed,0,122,earthquake,2.82, California,-121.3183333,36.6896667,3.718,1990-01-05 11:32:48.710000+00:00
631539259180,"5km NNE of Ocotillo Wells, CA",reviewed,0,9,earthquake,0.77,California,-116.118,33.186,9.405,1990-01-05 11:34:19.180000+00:00
631539339610,"69 km NNE of P?r?n, Afghanistan",reviewed,0,326,earthquake,4.6, Afghanistan,71.203,36.006,79.6,1990-01-05 11:35:39.610000+00:00
631539651390,"6 km E of Mammoth Lakes, California",reviewed,0,16,earthquake,1.02, California,-118.8978333,37.6576667,3.446,1990-01-05 11:40:51.390000+00:00
631539786740,"7 km SW of Kenwood, California",reviewed,0,56,earthquake,1.9, California,-122.6098333,38.3738333,5.798,1990-01-05 11:43:06.740000+00:00
631540766510,"4 km E of Mammoth Lakes, California",reviewed,0,24,earthquake,1.26, California,-118.9241667,37.642,5.964,1990-01-05 11:59:26.510000+00:00
631540794920,Owen Fracture Zone region,reviewed,0,298,earthquake,4.4,Owen Fracture Zone region,57.841,12.486,10.0,1990-01-05 11:59:54.920000+00:00
631540813550,"6 km E of Mammoth Lakes, California",reviewed,0,27,earthquake,1.33, California,-118.9018333,37.6535,3.706,1990-01-05 12:00:13.550000+00:00
631540855010,"4 km E of Mammoth Lakes, California",reviewed,0,21,earthquake,1.17, California,-118.9253333,37.6416667,4.614,1990-01-05 12:00:55.010000+00:00
631540882650,"4 km E of Mammoth Lakes, California",reviewed,0,47,earthquake,1.75, California,-118.9225,37.6411667,6.096,1990-01-05 12:01:22.650000+00:00
631540903760,"292 km SSE of Salluit, Canada",reviewed,0,246,earthquake,4.0, Canada,-73.353,59.822,10.0,1990-01-05 12:01:43.760000+00:00
631540986630,"4 km ESE of Mammoth Lakes, California",reviewed,0,10,earthquake,0.79, California,-118.9236667,37.6406667,5.964,1990-01-05 12:03:06.630000+00:00
631541112910,"8 km SW of Kirkwood, California",reviewed,0,61,earthquake,1.99, California,-120.1321667,38.6396667,1.357,1990-01-05 12:05:12.910000+00:00
631541365100,"14 km S of Volcano, Hawaii",reviewed,0,64,earthquake,2.04, Hawaii,-155.2215,19.311,8.425,1990-01-05 12:09:25.100000+00:00
631541443660,"2 km NNE of Crocker, Washington",reviewed,0,62,earthquake,2.0, Washington,-122.0888333,47.104,2.102,1990-01-05 12:10:43.660000+00:00
631541476530,"4 km E of Mammoth Lakes, California",reviewed,0,6,earthquake,0.64, California,-118.9228333,37.6421667,5.744,1990-01-05 12:11:16.530000+00:00
631541568260,"17 km NE of West Yellowstone, Montana",reviewed,0,11,earthquake,0.84, Montana,-110.9566667,44.7813333,3.03,1990-01-05 12:12:48.260000+00:00
631541759040,"4 km E of Mammoth Lakes, California",reviewed,0,6,earthquake,0.65, California,-118.9208333,37.6413333,6.176,1990-01-05 12:15:59.040000+00:00
631542133250,"4 km E of Mammoth Lakes, California",reviewed,0,37,earthquake,1.56, California,-118.9231667,37.6421667,5.473,1990-01-05 12:22:13.250000+00:00
631542155950,"33 km NW of Beluga, Alaska",reviewed,0,199,earthquake,3.6, Alaska,-151.4833,61.367,76.1,1990-01-05 12:22:35.950000+00:00
631542223710,"4 km E of Mammoth Lakes, California",reviewed,0,6,earthquake,0.64, California,-118.926,37.643,5.864,1990-01-05 12:23:43.710000+00:00
631542381670,"3 km E of Mammoth Lakes, California",reviewed,0,25,earthquake,1.27, California,-118.9281667,37.6435,5.624,1990-01-05 12:26:21.670000+00:00
631542441490,"4 km E of Mammoth Lakes, California",reviewed,0,11,earthquake,0.85, California,-118.9263333,37.6426667,5.974,1990-01-05 12:27:21.490000+00:00
631542506820,"6 km E of Mammoth Lakes, California",reviewed,0,17,earthquake,1.06, California,-118.8986667,37.6586667,3.306,1990-01-05 12:28:26.820000+00:00
631542644590,"7 km SW of Kenwood, California",reviewed,0,28,earthquake,1.35, California,-122.6135,38.372,5.628,1990-01-05 12:30:44.590000+00:00
631543441520,"4 km E of Mammoth Lakes, California",reviewed,0,23,earthquake,1.23, California,-118.9225,37.6416667,5.424,1990-01-05 12:44:01.520000+00:00
631543515050,"3 km ESE of Mammoth Lakes, California",reviewed,0,4,earthquake,0.52, California,-118.9311667,37.6406667,-2.394,1990-01-05 12:45:15.050000+00:00
631543668800,"4 km SW of Cobb, California",reviewed,0,23,earthquake,1.22, California,-122.7591667,38.7923333,0.091,1990-01-05 12:47:48.800000+00:00
631544472190,"29 km NE of Chase, Alaska",reviewed,0,56,earthquake,1.9, Alaska,-149.6395,62.6122,64.8,1990-01-05 13:01:12.190000+00:00
631544624300,"118 km SE of Arica, Chile",reviewed,0,465,earthquake,5.5, Chile,-69.529,-19.258,108.7,1990-01-05 13:03:44.300000+00:00
631544849260,"4 km E of Mammoth Lakes, California",reviewed,0,8,earthquake,0.72, California,-118.9225,37.6423333,5.684,1990-01-05 13:07:29.260000+00:00
631544944760,"4 km E of Mammoth Lakes, California",reviewed,0,12,earthquake,0.9, California,-118.9236667,37.6423333,4.264,1990-01-05 13:09:04.760000+00:00
631545047420,"4 km E of Mammoth Lakes, California",reviewed,0,26,earthquake,1.3, California,-118.9216667,37.6415,6.084,1990-01-05 13:10:47.420000+00:00
631545235340,"4 km ESE of Mammoth Lakes, California",reviewed,0,67,earthquake,2.08, California,-118.922,37.6381667,6.444,1990-01-05 13:13:55.340000+00:00
631545271230,"3 km E of Mammoth Lakes, California",reviewed,0,6,earthquake,0.61, California,-118.9333333,37.6466667,-2.423,1990-01-05 13:14:31.230000+00:00
631545309980,"5 km ESE of Mammoth Lakes, California",reviewed,0,15,earthquake,0.99, California,-118.9155,37.6248333,0.955,1990-01-05 13:15:09.980000+00:00
631545363970,"4 km ESE of Mammoth Lakes, California",reviewed,0,10,earthquake,0.81, California,-118.9218333,37.6396667,5.224,1990-01-05 13:16:03.970000+00:00
631545462440,"4 km E of Mammoth Lakes, California",reviewed,0,11,earthquake,0.86, California,-118.9206667,37.6441667,5.854,1990-01-05 13:17:42.440000+00:00
631545664950,"3 km NNW of Interlaken, California",reviewed,0,14,earthquake,0.94, California,-121.7438333,36.9826667,15.321,1990-01-05 13:21:04.950000+00:00
631545970990,"6 km NW of Avila Beach, California",reviewed,0,34,earthquake,1.48, California,-120.7788333,35.2295,5.879,1990-01-05 13:26:10.990000+00:00
631546052250,"6 km E of Mammoth Lakes, California",reviewed,0,10,earthquake,0.82, California,-118.8981667,37.6586667,3.066,1990-01-05 13:27:32.250000+00:00
631547530950,"5km NW of Kernville, CA",reviewed,0,15,earthquake,1.0,California,-118.4561667,35.7891667,6.395,1990-01-05 13:52:10.950000+00:00
631548084170,"34 km E of Evansville, Alaska",reviewed,0,112,earthquake,2.7, Alaska,-150.7135,66.9617,40.7,1990-01-05 14:01:24.170000+00:00
631549027280,"4 km ESE of Mammoth Lakes, California",reviewed,0,25,earthquake,1.28, California,-118.9173333,37.6386667,6.274,1990-01-05 14:17:07.280000+00:00
631549218620,"4 km E of Mammoth Lakes, California",reviewed,0,14,earthquake,0.95, California,-118.9181667,37.6411667,5.824,1990-01-05 14:20:18.620000+00:00
631549361640,"4 km ESE of Mammoth Lakes, California",reviewed,0,28,earthquake,1.35, California,-118.9201667,37.6371667,5.314,1990-01-05 14:22:41.640000+00:00
631549380590,"5 km E of Mammoth Lakes, California",reviewed,0,22,earthquake,1.19, California,-118.9151667,37.64,5.734,1990-01-05 14:23:00.590000+00:00
631549428770,"4 km ESE of Mammoth Lakes, California",reviewed,0,33,earthquake,1.47, California,-118.9188333,37.6348333,6.004,1990-01-05 14:23:48.770000+00:00
631549532430,"5 km E of Mammoth Lakes, California",reviewed,0,24,earthquake,1.26, California,-118.916,37.6398333,6.084,1990-01-05 14:25:32.430000+00:00
631550727740,"3 km NW of Dobieszowice, Poland",reviewed,0,129,earthquake,2.9, Poland,18.976,50.419,10.0,1990-01-05 14:45:27.740000+00:00
631551420930,"4 km WSW of Cobb, California",reviewed,0,31,earthquake,1.43, California,-122.7783333,38.8125,0.323,1990-01-05 14:57:00.930000+00:00
631552112200,"6 km ENE of Interlaken, California",reviewed,0,20,earthquake,1.13, California,-121.6608333,36.974,9.301,1990-01-05 15:08:32.200000+00:00
631552726240,"15 km W of Papayal, Peru",reviewed,0,385,earthquake,5.0, Peru,-80.877,-4.056,52.0,1990-01-05 15:18:46.240000+00:00
631553288590,"13 km N of Morgan Hill, California",reviewed,0,25,earthquake,1.27, California,-121.6313333,37.2466667,6.303,1990-01-05 15:28:08.590000+00:00
631554578030,"20km SW of La Quinta, CA",reviewed,0,19,earthquake,1.1,California,-116.437,33.513,9.285,1990-01-05 15:49:38.030000+00:00
631555178330,"7 km NE of Boulder Creek, California",reviewed,0,24,earthquake,1.25, California,-122.063,37.179,21.371,1990-01-05 15:59:38.330000+00:00
631555347960,"12 km W of Aspen Springs, California",reviewed,0,8,earthquake,0.72, California,-118.8488333,37.5716667,7.107,1990-01-05 16:02:27.960000+00:00
631555488570,"6 km S of Burrel, Albania",reviewed,0,104,earthquake,2.6, Albania,20.017,41.554,10.0,1990-01-05 16:04:48.570000+00:00
631555844040,"5 km SSW of Mammoth Lakes, California",reviewed,0,3,earthquake,0.44, California,-118.9991667,37.6016667,4.89,1990-01-05 16:10:44.040000+00:00
631556224460,"12 km W of Aspen Springs, California",reviewed,0,11,earthquake,0.83, California,-118.85,37.5688333,7.89,1990-01-05 16:17:04.460000+00:00
631556278960,"7 km ESE of Mammoth Lakes, California",reviewed,0,3,earthquake,0.45, California,-118.8978333,37.6218333,-0.564,1990-01-05 16:17:58.960000+00:00
631556534930,"23 km NNW of Petersville, Alaska",reviewed,0,44,earthquake,1.7, Alaska,-151.0055,62.6792,89.5,1990-01-05 16:22:14.930000+00:00
631557301280,"1 km NW of Lütisburg, Switzerland",reviewed,0,138,earthquake,3.0, Switzerland,9.074,47.403,10.0,1990-01-05 16:35:01.280000+00:00
631558164860,"12 km W of Susitna North, Alaska",reviewed,0,39,earthquake,1.6, Alaska,-150.0988,62.169,15.0,1990-01-05 16:49:24.860000+00:00
631559749330,"47 km SW of Skwentna, Alaska",reviewed,0,68,earthquake,2.1, Alaska,-152.0865,61.7113,122.6,1990-01-05 17:15:49.330000+00:00
631560696050,"6 km NNE of Day Valley, California",reviewed,0,85,earthquake,2.35, California,-121.8456667,37.0961667,4.693,1990-01-05 17:31:36.050000+00:00
631561249150,"8 km SE of Marston, Missouri",reviewed,0,35,earthquake,1.5, Missouri,-89.535,36.469,2.6,1990-01-05 17:40:49.150000+00:00
631564020120,"189 km SW of La Cruz de Loreto, Mexico",reviewed,0,554,earthquake,6.0, Mexico,-106.795,18.863,33.0,1990-01-05 18:27:00.120000+00:00
631564079120,Northern California,reviewed,0,12,earthquake,0.89,Northern California,-122.8161667,38.809,4.015,1990-01-05 18:27:59.120000+00:00
631564110810,"9 km SSE of Mineral, Washington",reviewed,0,8,earthquake,0.7, Washington,-122.1135,46.6413333,13.257,1990-01-05 18:28:30.810000+00:00
631564605570,"8 km ESE of Mammoth Lakes, California",reviewed,0,7,earthquake,0.67, California,-118.8836667,37.628,3.052,1990-01-05 18:36:45.570000+00:00
631565317080,"6 km WSW of Cobb, California",reviewed,0,36,earthquake,1.52, California,-122.787,38.7996667,-0.437,1990-01-05 18:48:37.080000+00:00
631568242730,"2 km W of Wilkeson, Washington",reviewed,0,26,earthquake,1.3, Washington,-122.0735,47.1078333,3.328,1990-01-05 19:37:22.730000+00:00
631569496280,"4km NW of Boron, CA",reviewed,0,52,quarry blast,1.84,California,-117.68,35.03,-0.76,1990-01-05 19:58:16.280000+00:00
631570720070,"52 km SW of Cantwell, Alaska",reviewed,0,188,earthquake,3.5, Alaska,-149.7808,63.1028,94.7,1990-01-05 20:18:40.070000+00:00
631570902350,"22 km NE of Soledad, California",reviewed,0,97,earthquake,2.51, California,-121.1825,36.5873333,3.11,1990-01-05 20:21:42.350000+00:00
631571078350,"4 km WNW of Cobb, California",reviewed,0,6,earthquake,0.62, California,-122.7696667,38.8303333,3.989,1990-01-05 20:24:38.350000+00:00
631571121460,"17 km S of Trapper Creek, Alaska",reviewed,0,15,earthquake,1.0, Alaska,-150.1932,62.1635,-3.0,1990-01-05 20:25:21.460000+00:00
631571415150,"6 km S of Tres Pinos, California",reviewed,0,15,earthquake,0.99, California,-121.3156667,36.7275,9.629,1990-01-05 20:30:15.150000+00:00
631571467130,"293 km E of Hasaki, Japan",reviewed,0,284,earthquake,4.3, Japan,144.047,36.123,33.0,1990-01-05 20:31:07.130000+00:00
631571879890,"22 km S of Kassándreia, Greece",reviewed,0,178,earthquake,3.4, Greece,23.411,39.849,10.0,1990-01-05 20:37:59.890000+00:00
631573369450,"79 km WNW of Ninilchik, Alaska",reviewed,0,1,earthquake,0.2, Alaska,-152.8755,60.4413,14.9,1990-01-05 21:02:49.450000+00:00
631573540320,"1 km NW of Sulz, Switzerland",reviewed,0,112,earthquake,2.7, Switzerland,8.776,47.551,10.0,1990-01-05 21:05:40.320000+00:00
631573949330,"3 km N of Day Valley, California",reviewed,0,15,earthquake,0.99, California,-121.8626667,37.0676667,10.004,1990-01-05 21:12:29.330000+00:00
631576144190,"39 km W of Kalifornsky, Alaska",reviewed,0,35,earthquake,1.5, Alaska,-152.001,60.4547,69.8,1990-01-05 21:49:04.190000+00:00
631576873810,"13km W of Mojave, CA",reviewed,0,55,quarry blast,1.89,California,-118.32,35.05,-1.044,1990-01-05 22:01:13.810000+00:00
631577122050,Northern California,reviewed,0,39,earthquake,1.59,Northern California,-122.7235,38.7773333,1.344,1990-01-05 22:05:22.050000+00:00
631578770950,"32km N of Yucca Valley, CA",reviewed,0,54,earthquake,1.87,California,-116.458,34.398,1.243,1990-01-05 22:32:50.950000+00:00
631578917310,"4km NW of Boron, CA",reviewed,0,58,quarry blast,1.95,California,-117.68,35.03,-0.758,1990-01-05 22:35:17.310000+00:00
631580072360,"2 km SE of Larkfield-Wikiup, California",reviewed,0,65,earthquake,2.06, California,-122.7268333,38.5006667,5.756,1990-01-05 22:54:32.360000+00:00
631580117200,"41 km S of Denali National Park, Alaska",reviewed,0,68,earthquake,2.1, Alaska,-151.7835,63.172,9.6,1990-01-05 22:55:17.200000+00:00
631580122920,"11 km E of Hidden Valley Lake, California",reviewed,0,99,quarry blast,2.54, California,-122.4213333,38.8158333,-0.646,1990-01-05 22:55:22.920000+00:00
631580181420,"5 km WSW of Cobb, California",reviewed,0,12,earthquake,0.89, California,-122.7816667,38.8043333,0.863,1990-01-05 22:56:21.420000+00:00
631580523980,"8 km SE of Livermore, California",reviewed,0,37,earthquake,1.56, California,-121.6965,37.6293333,5.953,1990-01-05 23:02:03.980000+00:00
631580719840,Central California,reviewed,0,11,earthquake,0.84,Central California,-121.4578333,36.7835,9.65,1990-01-05 23:05:19.840000+00:00
631581708310,"7 km SW of Kenwood, California",reviewed,0,47,earthquake,1.74, California,-122.6103333,38.3718333,5.628,1990-01-05 23:21:48.310000+00:00
631582561240,"5 km ESE of Mammoth Lakes, California",reviewed,0,7,earthquake,0.69, California,-118.9135,37.6383333,5.234,1990-01-05 23:36:01.240000+00:00
631583494710,"4 km ESE of Mammoth Lakes, California",reviewed,0,8,earthquake,0.73, California,-118.9168333,37.6396667,5.744,1990-01-05 23:51:34.710000+00:00
631583542670,"4 km ESE of Mammoth Lakes, California",reviewed,0,19,earthquake,1.11, California,-118.917,37.6391667,5.744,1990-01-05 23:52:22.670000+00:00
631583796090,Mariana Islands region,reviewed,0,369,earthquake,4.9,Mariana Islands region,145.914,21.441,78.9,1990-01-05 23:56:36.090000+00:00
631583873570,"4 km E of Mammoth Lakes, California",reviewed,0,11,earthquake,0.85, California,-118.9166667,37.641,5.824,1990-01-05 23:57:53.570000+00:00
